"","Nama.Produk","Nama.Prosesor","Nama.GPU","Harga","Gambar","Berat","Kipas","Backlight.Keyboard","Volume","Lebar","Ketinggian","Ketebalan","Ukuran.Layar","Resolusi","Kerapatan.Piksel","Jenis.Layar","Layar.Sentuh","Anti.Pantul","RAM","Kecepatan.RAM","Penyimpanan.Flash","Penyimpanan.Internal","Kecepatan.CPU","Thread.CPU","SSD.NVME","HDMI","USB.Daya","Adaptor.Magsafe","Suara.Stereo","Konektor.Suara.3,5mm","Dolby.Atmos","Stylus","Pemindai.Sidikjari","Jumlah.Mikrofon","Pengenal.Wajah.3D"
"244","Asus VivoBook X556UQ 15.6""","Intel Core i5- 7200U","Integrated",500,"https://images.versus.io/objects/asus-vivobook-x556uq-15-6-intel-core-i5-7200u-2-5ghz-8gb-1tb.front.master.1576684641045.jpg",2.3,0,0,2513.183,382,258,25.5,15.6,"1366 x 768px",100,"LED-backlit, LCD",0,1,8,2133,0,1000,"2 x 2.5GHz",4,0,1,1,0,1,1,0,0,0,1,0
"245","Asus VivoBook X556UQ 15.6""","Intel Core i7-7500U","Integrated",1279,"https://images.versus.io/objects/asus-vivobook-x556uq-15-6-intel-core-i7-7500u-2-7ghz-4gb-2tb.front.master.1576684641045.jpg",2.3,0,0,2513.183,382,258,25.5,15.6,"1920 x 1080px",141,"LED-backlit, LCD",0,1,4,2133,0,2000,"2 x 2.7GHz",4,0,1,1,0,1,1,0,0,0,1,0
"246","Asus VivoBook X556UQ 15.6""","Intel Core i7-7500U","Integrated",565,"https://images.versus.io/objects/asus-vivobook-x556uq-15-6-intel-core-i7-7500u-2-7ghz-4gb-1tb.front.master.1576684641045.jpg",2.3,0,0,2513.183,382,258,25.5,15.6,"1920 x 1080px",141,"LED-backlit, LCD",0,1,4,2133,0,1000,"2 x 2.7GHz",4,0,1,1,0,1,1,0,0,0,1,0
"248","Toshiba Portege X30-D-BTO 13.3""","Intel Core i5-7300U 2.6GHz","Integrated",226,"https://images.versus.io/objects/toshiba-portege-x30-d-bto-13-3-intel-core-i5-7300u-2-6ghz-4gb-128gb-ssd.front.master.1576684641045.jpg",1.05,0,1,1140.543,316,227,15.9,13.3,"1366 x 768px",118,"LED-backlit, LCD",1,1,4,2133,1,128,"2 x 2.6GHz",4,0,1,1,0,1,1,0,0,1,2,0
"249","Toshiba Portege X30-D1352 13.3""","Intel Core i5-7300U 2.6GHz","Integrated",226,"https://images.versus.io/objects/toshiba-portege-x30-d1352-13-3-intel-core-i5-7300u-2-6ghz-8gb-256gb-ssd.front.master.1576684641045.jpg",1.05,0,1,1140.543,316,227,15.9,13.3,"1920 x 1080px",166,"LED-backlit, LCD",1,1,8,2133,1,256,"2 x 2.6GHz",4,0,1,1,0,1,1,0,0,1,2,0
"250","Acer Chromebook Spin 11 (2017) 11.6""","Intel Celeron N3350 1.1GHz","Integrated",180,"https://images.versus.io/objects/acer-chromebook-spin-11-2017-11-6-intel-celeron-n3350-1-1ghz-4gb-64gb.front.master.1576684641045.jpg",1.4,0,0,1274.43,296,206,20.9,11.6,"1366 x 768px",135,"IPS, LCD, LED-backlit",1,0,4,2400,1,64,"2 x 1.1GHz",2,0,0,1,0,1,1,0,0,0,1,0
"253","Acer ConceptD 7 CN715-72G-703T 15.6""","Intel Core i7-10875H 2.3GHz","Nvidia GeForce RTX 2080 Super Max-Q Laptop ",1157,"https://images.versus.io/objects/acer-conceptd-7-cn715-72g-703t-15-6-intel-core-i7-10875h-2-3ghz-nvidia-geforce-rtx-2080-super-max-q-laptop-32gb-ram-2tb-ssd.front.master.1696937342244.jpg",2.1,0,1,1545.843,358,254,17,15.6,"3840 x 2160px",282,"LCD, LED-backlit",0,0,32,2933,1,2048,"8 x 2.3GHz",16,1,1,0,0,1,1,0,0,0,1,0
"255","Acer Nitro 5 15.6""","Intel Core i5-10300H 2.5GHz","Integrated",666,"https://images.versus.io/objects/acer-nitro-5-15-6-intel-core-i5-10300h-2-5ghz-16gb-ram-512gb-ssd.front.master.1588370752634.jpg",2.3,0,1,2204.843,363.2,254,23.9,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,0,8,2933,1,256,"4 x 2.5GHz",8,0,1,1,0,1,1,0,0,0,1,0
"256","Acer Nitro 5 15.6""","Intel Core i5-10300H 2.5GHz","Integrated",680,"https://images.versus.io/objects/acer-nitro-5-15-6-intel-core-i5-10300h-2-5ghz-16gb-ram-512gb-ssd.front.master.1588370752634.jpg",2.3,0,1,2204.843,363.2,254,23.9,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,0,16,2933,1,512,"4 x 2.5GHz",8,0,1,1,0,1,1,0,0,0,1,0
"257","Asus ROG Zephyrus S15 (2020) GX502 15.6"" FHD","Intel Core i7-10875H 2.3GHz","Nvidia GeForce RTX 2080 Super Laptop ",1200,"https://images.versus.io/objects/asus-rog-zephyrus-s15-2020-gx502-15-6-fhd-intel-core-i7-10875h-2-3ghz-nvidia-geforce-rtx-2080-super-laptop-32gb-ram-512gb-ssd-512gb-ssd.front.master.1696347758435.jpg",1.9,0,1,1632.963,360,252,18,15.6,"1920 x 1080px",141,"IPS",0,1,32,3200,1,512,"8 x 2.3GHz",16,1,1,1,0,1,1,0,0,0,2,0
"258","Asus ROG Zephyrus S17 (2020) GX701 17.3"" FHD","Intel Core i7-10875H 2.3GHz","Nvidia GeForce RTX 2070 Super Laptop ",2299,"https://images.versus.io/objects/asus-rog-zephyrus-s17-2020-gx701-17-3-fhd-intel-core-i7-10875h-2-3ghz-nvidia-geforce-rtx-2070-super-laptop-32gb-ram-1tb-ssd.front.master.1671537232248.jpg",2.6,0,1,1953.53,399,272,18,17.3,"1920 x 1080px",127,"IPS, LED-backlit, LCD",0,1,32,3200,1,1024,"8 x 2.3GHz",16,1,1,1,0,1,1,0,0,0,1,0
"259","Acer ConceptD 3 Ezel CC315-72-5308 15.6""","Intel Core i5-10300H 2.5GHz","Integrated",549,"https://images.versus.io/objects/acer-conceptd-3-ezel-cc315-72-5308-15-6-intel-core-i5-10300h-2-5ghz-8gb-ram-512gb-ssd.front.master.1696859464655.jpg",2.2,0,1,2042.033,358,248,23,15.6,"1920 x 1080px",141,"LCD, LED-backlit",1,0,8,2933,1,512,"4 x 2.5GHz",8,1,1,0,0,1,1,0,1,1,1,0
"260","Asus ROG Strix GL553VD 15.6""","Intel Core i7 7700HQ 2.8GHz","Integrated",1499,"https://images.versus.io/objects/asus-rog-strix-gl553vd-15-6-intel-core-i7-7700hq-2-8ghz-16gb-1tb.front.master.1576684641045.jpg",2.49,0,1,1977.43,383.5,254,20.3,15.6,"1920 x 1080px",141,"LED-backlit, LCD",0,1,16,2400,0,1000,"4 x 2.8GHz",8,0,1,1,0,1,1,0,0,0,1,0
"261","LG Ultra PC 15U70P 15""","Intel Core i7-1165G7 2.8GHz","Nvidia GeForce GTX 1650 Ti Laptop ",646,"https://images.versus.io/objects/lg-ultra-pc-15u70p-15-intel-core-i7-1165g7-2-8ghz-nvidia-geforce-gtx-1650-ti-laptop-16gb-ram-512gb-ssd.front.master.1685967681414.jpg",1.9,0,1,1691.993,362,246,19,15.6,"1920 x 1080px",141,"LCD, IPS",0,0,16,4267,1,512,"4 x 2.8GHz",8,1,1,0,0,1,1,0,0,1,1,0
"262","Toshiba Tecra Z40T 14""","Intel Core i7-5600U 2.6GHz","Integrated",750,"https://images.versus.io/objects/toshiba-tecra-z40t-14-intel-core-i7-5600u-2-6ghz-8gb-500gb.front.master.1576684641045.jpg",1.47,0,1,1619.73,337.8,236.2,20.3,14,"1920 x 1080px",157,"LED-backlit, LCD",1,0,8,1600,0,500,"2 x 2.6GHz",4,0,1,1,0,1,1,0,0,1,2,0
"263","Lenovo ThinkPad X1 Carbon 14""","Intel Core i5 5300U 2.3GHz","Integrated",179,"https://images.versus.io/objects/lenovo-thinkpad-x1-carbon-14-intel-core-i5-5300u-2-3ghz-4gb-512gb.front.master.1576684641045.jpg",1.27,0,1,1327.153,330.2,225.8,17.8,14,"1920 x 1080px",157,"IPS, LCD, LED-backlit",1,0,4,1600,1,512,"2 x 2.3GHz",4,0,1,1,0,1,1,0,0,1,2,0
"264","MSI GS40 Phantom-001 14""","Intel Core i7 6700HQ 2.6GHz","Integrated",999,"https://images.versus.io/objects/msi-gs40-phantom-001-14-intel-core-i7-6700hq-2-6ghz-16gb-128gb.front.master.1576684641045.jpg",1.72,0,1,1948.943,345.4,246.4,22.9,14,"1920 x 1080px",157,"IPS, LCD, LED-backlit",0,1,16,2133,1,128,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,1,0
"265","Asus ROG Zephyrus S15 (2020) GX502 15.6"" FHD","Intel Core i7-10875H 2.3GHz","Nvidia GeForce RTX 2070 Super Laptop ",1199,"https://images.versus.io/objects/asus-rog-zephyrus-s15-2020-gx502-15-6-fhd-intel-core-i7-10875h-2-3ghz-nvidia-geforce-rtx-2070-super-laptop-32gb-ram-512gb-ssd-512gb-ssd.front.master.1696345537551.jpg",1.9,0,1,1632.963,360,252,18,15.6,"1920 x 1080px",141,"IPS",0,1,32,3200,1,512,"8 x 2.3GHz",16,1,1,1,0,1,1,0,0,0,2,0
"268","Dell Precision M2800 15.6""","Intel Core i7-4810MQ 2.8GHz","Integrated",291,"https://images.versus.io/objects/dell-precision-m2800-15-6-intel-core-i7-4810mq-2-8ghz-8gb-1tb.front.master.1576684641045.jpg",2.54,0,0,3160.223,379,250.4,33.3,15.6,"1920 x 1080px",141,"LED-backlit, LCD",0,1,8,1600,0,1000,"4 x 2.8GHz",8,0,1,1,0,1,1,0,0,1,2,0
"269","HP ProBook 455 G4 15.6""","AMD A-Series 9600P 2.4GHz","Integrated",1200,"https://images.versus.io/objects/hp-probook-455-g4-15-6-amd-a-series-9600p-2-4ghz-8gb-500gb.front.master.1576684641045.jpg",2.08,0,1,2450.443,382,262.9,24.4,15.6,"1366 x 768px",100,"LED-backlit, LCD",0,1,8,2133,0,500,"4 x 2.4GHz",8,0,1,1,0,1,1,0,0,1,1,0
"270","Asus ROG G752VL 17.3""","Intel Core i7-6700HQ 2.6GHz","Integrated",1700,"https://images.versus.io/objects/asus-rog-g752vl-17-3-intel-core-i7-6700hq-2-6ghz-16gb-1tb.front.master.1576684641045.jpg",3.99,0,1,2728.223,416.6,322.6,20.3,17.3,"1920 x 1080px",127,"IPS, LCD, LED-backlit",0,0,16,2133,0,1000,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,1,0
"272","HP ProBook 440 G4 14""","Intel Core i3 7100U 2.4GHz","Integrated",559,"https://images.versus.io/objects/hp-probook-440-g4-14-intel-core-i3-7100u-2-4ghz-4gb-500gb.front.master.1576684641045.jpg",1.64,0,1,1665.13,343.2,239,20.3,14,"1366 x 768px",111,"LED-backlit, LCD",0,1,4,2133,0,500,"2 x 2.4GHz",4,0,1,1,0,1,1,0,0,1,1,0
"274","Acer TravelMate P645-SG 14""","Intel Core i7-5500U 2.4GHz","Integrated",850,"https://images.versus.io/objects/acer-travelmate-p645-sg-14-intel-core-i7-5500u-2-4ghz-8gb-256gb.front.master.1576684641045.jpg",1.5,0,1,1571.283,327.7,236.2,20.3,14,"1920 x 1080px",157,"IPS, LCD, LED-backlit",0,1,8,1600,1,256,"2 x 2.4GHz",4,0,1,1,0,1,1,0,0,1,2,0
"275","Dell XPS 15 Touch 15.6""","Intel Core i7-4712HQ 2.3GHz","Integrated",1219,"https://images.versus.io/objects/dell-xps-15-touch-15-6-intel-core-i7-4712hq-2-3ghz-16gb-1tb.front.master.1576684641045.jpg",2.01,0,1,1676.463,370.8,254,17.8,15.6,"3200 x 1800px",235,"LED-backlit, LCD",1,0,16,1600,0,1000,"4 x 2.3GHz",8,0,1,1,0,1,1,0,0,0,2,0
"276","Toshiba Tecra W50 15.6""","Intel Core i7-4810MQ 2.8GHz","Integrated",1280,"https://images.versus.io/objects/toshiba-tecra-w50-15-6-intel-core-i7-4810mq-2-8ghz-16gb-500gb.front.master.1576684641045.jpg",2.72,0,1,3445.153,381,254,35.6,15.6,"1920 x 1080px",141,"LED-backlit, LCD",0,0,16,1600,1,500,"4 x 2.8GHz",8,0,1,1,0,1,1,0,0,1,1,0
"277","Acer Aspire F15 F5-573 15.6""","Intel Core i5-6200U 2.3GHz","Integrated",219,"https://images.versus.io/objects/acer-aspire-f15-f5-573-15-6-intel-core-i5-6200u-2-3ghz-8gb-256gb.front.master.1576684641045.jpg",2.3,0,1,2803.573,381,259.1,28.4,15.6,"1920 x 1080px",141,"LED-backlit, LCD",0,1,8,2133,1,256,"2 x 2.3GHz",8,0,1,1,0,1,1,0,0,0,1,0
"278","Asus ROG Strix GL702VM 17.3""","Intel Core i7 6700HQ 2.6GHz","Integrated",1300,"https://images.versus.io/objects/asus-rog-strix-gl702vm-17-3-intel-core-i7-6700hq-2-6ghz-16gb-1tb.front.master.1576684641045.jpg",2.7,0,1,2774.853,414.8,279.9,23.9,17.3,"1920 x 1080px",127,"LED-backlit, LCD",0,1,16,2133,0,1000,"4 x 2.6GHz",12,0,1,1,0,1,1,0,0,0,1,0
"279","HP EliteBook Folio 1040 G2 14""","Intel Core i7-5600U 2.6GHz","Integrated",227,"https://images.versus.io/objects/hp-elitebook-folio-1040-g2-14-intel-core-i7-5600u-2-6ghz-8gb-256gb.front.master.1576684641045.jpg",1.5,0,1,1199.953,337.8,233.7,15.2,14,"1920 x 1080px",157,"IPS, LCD, LED-backlit",1,1,8,1600,1,256,"2 x 2.6GHz",4,0,0,1,0,1,1,0,0,1,2,0
"280","Acer Aspire R 15 R5-571T 15.6""","Intel Core i5 6200U 2.3GHz","Integrated",518,"https://images.versus.io/objects/acer-aspire-r-15-r5-571t-15-6-intel-core-i5-6200u-2-3ghz-8gb-1tb.front.master.1576684641045.jpg",2.4,0,1,1930.743,370.8,256.5,20.3,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",1,1,8,2133,0,1000,"2 x 2.3GHz",8,0,1,1,0,1,1,0,0,0,2,0
"281","Lenovo ThinkPad P50 15.6""","Intel Xeon E3 1505M 2.8GHz","Integrated",420,"https://images.versus.io/objects/lenovo-thinkpad-p50-15-6-intel-xeon-e3-1505m-2-8ghz-8gb-1-95tb.front.master.1576684641045.jpg",2.54,0,1,2465.173,377.4,252.2,25.9,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,0,8,2133,1,1095,"4 x 2.8GHz",8,0,1,1,0,1,1,0,0,1,2,0
"282","MSI GE72 6QD Apache Pro-029 17.3""","Intel Core i7 6700HQ 2.6GHz","Integrated",1238,"https://images.versus.io/objects/msi-ge72-6qd-apache-pro-029-17-3-intel-core-i7-6700hq-2-6ghz-16gb-1tb.front.master.1576684641045.jpg",2.9,0,1,3589.163,419.9,287.8,29.7,17.3,"1920 x 1080px",127,"IPS, LCD",0,1,16,2133,0,1000,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,1,0
"283","HP Envy 17 17.3""","Intel Core i7-4702MQ 2.2GHz","Integrated",1064,"https://images.versus.io/objects/hp-envy-17-17-3-intel-core-i7-4702mq-2-2ghz-8gb-1tb.front.master.1576684641045.jpg",2.79,0,1,3503.983,416.1,274.3,30.7,17.3,"1920 x 1080px",127,"LED-backlit, LCD",0,1,8,1600,0,1000,"4 x 2.2GHz",8,0,1,1,0,1,1,0,0,1,2,0
"284","Dell Alienware 13 R2 13""","Intel Core i7-6500U 2.5GHz","Integrated",554,"https://images.versus.io/objects/dell-alienware-13-r2-13-intel-core-i7-6500u-2-5ghz-16gb-256gb.front.master.1576684641045.jpg",2.05,0,1,1348.493,327.9,235,17.5,13,"3200 x 1800px",282,"IPS, LCD, LED-backlit",1,0,16,1600,1,256,"2 x 2.5GHz",4,0,1,1,0,1,1,0,0,0,2,0
"285","Lenovo ThinkPad T460 14""","Intel Core i5-6300U 2.4GHz","Integrated",520,"https://images.versus.io/objects/lenovo-thinkpad-t460-14-intel-core-i5-6300u-2-4ghz-8gb-256gb.front.master.1576684641045.jpg",1.44,0,1,1662.823,339.1,232.4,21.1,14,"1920 x 1080px",157,"IPS, LCD, LED-backlit",0,1,8,2133,1,256,"2 x 2.4GHz",8,0,1,1,0,1,1,0,0,1,2,0
"286","Lenovo IdeaPad Y700 (15) 15.6""","Intel Core i7-6700HQ 2.6GHz","Integrated",458,"https://images.versus.io/objects/lenovo-ideapad-y700-15-15-6-intel-core-i7-6700hq-2-6ghz-8gb-1tb.front.master.1576684641045.jpg",2.59,0,1,2774.023,386.8,276.9,25.9,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",1,1,8,2133,1,1000,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,2,0
"287","Asus ROG G752VS-XB72K OC Edition 17.3""","Intel Core i7 6820HK 2.7GHz","Integrated",1700,"https://images.versus.io/objects/asus-rog-g752vs-xb72k-oc-edition-17-3-intel-core-i7-6820hk-2-7ghz-32gb-256gb.front.master.1576684641045.jpg",4.31,0,1,2728.223,416.6,322.6,20.3,17.3,"1920 x 1080px",127,"LCD",0,0,32,2400,1,256,"4 x 2.7GHz",12,0,1,1,0,1,1,0,0,0,1,0
"288","Dell Latitude E7240 Touch 12.5""","Intel Core i5-4310U 2GHz","Integrated",359,"https://images.versus.io/objects/dell-latitude-e7240-touch-12-5-intel-core-i5-4310u-2ghz-4gb-128gb.front.master.1576684641045.jpg",1.27,0,1,1313.073,309.9,210.8,20.1,12.5,"1366 x 768px",125,"LED-backlit, LCD",1,1,4,1600,1,128,"2 x 2GHz",4,0,1,1,0,1,1,0,0,1,2,0
"290","Lenovo IdeaPad Y700 15.6""","Intel Core i7-6700HQ 2.6GHz","Integrated",500,"https://images.versus.io/objects/lenovo-ideapad-y700-15-6-intel-core-i7-6700hq-2-6ghz-16gb-1tb.front.master.1576684641045.jpg",2.59,0,1,2774.023,386.8,276.9,25.9,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",1,1,16,2133,1,1000,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,2,0
"291","Lenovo Thinkpad Yoga 260 12.5""","Intel Core i7-6600U 2.6GHz","Integrated",324,"https://images.versus.io/objects/lenovo-thinkpad-yoga-260-12-5-intel-core-i7-6600u-2-6ghz-4gb-512gb.front.master.1576684641045.jpg",1.32,0,1,1219.083,309.9,221,17.8,12.5,"1920 x 1080px",176,"IPS, LCD, LED-backlit",1,0,4,2133,1,512,"2 x 2.6GHz",4,0,1,1,0,1,1,0,1,1,2,0
"292","Asus ROG Strix GL753VD 17.3""","Intel Core i7 7700HQ 2.8GHz","Integrated",886,"https://images.versus.io/objects/asus-rog-strix-gl753vd-17-3-intel-core-i7-7700hq-2-8ghz-16gb-1tb.front.master.1576684641045.jpg",2.99,0,1,3432.023,414,271.8,30.5,17.3,"1920 x 1080px",127,"LCD",0,1,16,2400,0,1000,"4 x 2.8GHz",8,0,1,1,0,1,1,0,0,0,2,0
"296","Asus ROG Strix 15.6""","Intel Core i7 6700HQ 2.6GHz","Integrated",1279,"https://images.versus.io/objects/asus-rog-strix-15-6-intel-core-i7-6700hq-2-6ghz-16gb-1tb.front.master.1576684641045.jpg",2.2,0,1,2425.983,389.9,265.9,23.4,15.6,"1920 x 1080px",141,"LED-backlit, LCD",0,1,16,2133,1,1000,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,1,0
"297","HP 15-k020us 15.6""","Intel Core i7-4710HQ 2.5GHz","Integrated",1800,"https://images.versus.io/objects/hp-15-k020us-15-6-intel-core-i7-4710hq-2-5ghz-8gb-1tb.front.master.1576684641045.jpg",2.6,0,1,2820.973,384.6,260.1,28.2,15.6,"1920 x 1080px",141,"LED-backlit, LCD",1,0,8,1600,0,1000,"4 x 2.5GHz",8,0,1,1,0,1,1,0,0,1,2,0
"298","Acer Predator 15 G9-593 15.6""","Intel Core i7-6700HQ 2.6GHz","Integrated",1000,"https://images.versus.io/objects/acer-predator-15-g9-593-15-6-intel-core-i7-6700hq-2-6ghz-16gb-256gb.front.master.1576684641045.jpg",3.75,0,1,4466.943,391.2,299.7,38.1,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,16,2133,1,256,"4 x 2.6GHz",16,0,1,1,0,1,1,0,0,0,1,0
"299","HP EliteBook x360 1030 G2 13.3""","Intel Core i5 7200U 2.5GHz","Integrated",899,"https://images.versus.io/objects/hp-elitebook-x360-1030-g2-13-3-intel-core-i5-7200u-2-5ghz-16gb-128gb.front.master.1576684641045.jpg",1.28,0,1,1038.493,317,218.4,15,13.3,"1920 x 1080px",165,"LCD",1,0,16,2133,1,128,"2 x 2.5GHz",8,0,1,1,0,1,1,0,0,1,3,0
"300","Dell Latitude E5540 15.6""","Intel Core i5-4300U 1.9GHz","Integrated",377,"https://images.versus.io/objects/dell-latitude-e5540-15-6-intel-core-i5-4300u-1-9ghz-4gb-500gb.front.master.1576684641045.jpg",2.27,0,1,2903.383,378.5,251.5,30.5,15.6,"1366 x 768px",100,"LED-backlit, LCD",1,1,4,1600,1,500,"2 x 1.9GHz",4,0,1,1,0,1,1,0,0,1,2,0
"303","Samsung Notebook 7 Spin 15.6""","Intel Core i7-6500U 2.5GHz","Integrated",1901,"https://images.versus.io/objects/samsung-notebook-7-spin-15-6-intel-core-i7-6500u-2-5ghz-16gb-1tb.front.master.1576684641045.jpg",2.27,0,1,1903.693,374.4,256.8,19.8,15.6,"1920 x 1080px",141,"LED-backlit, LCD",1,0,16,2133,1,1000,"4 x 2.5GHz",8,0,1,1,0,1,1,0,0,0,2,0
"304","Dell XPS 13 Touch 13.3""","Intel Core i7 6560U 2.2GHz","Integrated",1200,"https://images.versus.io/objects/dell-xps-13-touch-13-3-intel-core-i7-6560u-2-2ghz-8gb-256gb.front.master.1576684641045.jpg",1.32,0,1,511.743,304.3,200.2,8.4,13.3,"3200 x 1800px",276,"IPS, LCD, LED-backlit",1,0,8,1866,1,256,"2 x 2.2GHz",2,0,0,1,0,1,1,0,0,0,2,0
"305","Toshiba Portege Z30T 13.3""","Intel Core i5-4310U 2GHz","Integrated",226,"https://images.versus.io/objects/toshiba-portege-z30t-13-3-intel-core-i5-4310u-2ghz-8gb-128gb.front.master.1576684641045.jpg",1.36,0,1,997.13,315,226.1,14,13.3,"1920 x 1080px",165,"LED-backlit, LCD",1,0,8,1600,1,128,"2 x 2GHz",4,0,1,1,0,1,1,0,0,1,1,0
"306","Lenovo Yoga 900 13.3""","Intel Core i7-6500U 2.5GHz","Integrated",450,"https://images.versus.io/objects/lenovo-yoga-900-13-3-intel-core-i7-6500u-2-5ghz-8gb-512gb.front.master.1576684641045.jpg",1.27,0,1,1093.163,323.9,225,15,13.3,"3200 x 1800px",276,"IPS, LCD, LED-backlit",1,0,8,1600,1,512,"2 x 2.5GHz",4,0,1,1,0,1,1,0,0,0,2,0
"307","Asus RoG G501JW 15.6""","Intel Core i7-4720HQ 2.6GHz","Integrated",1247,"https://images.versus.io/objects/asus-rog-g501jw-15-6-intel-core-i7-4720hq-2-6ghz-16gb-512gb.front.master.1576684641045.jpg",2.04,0,1,1964.513,381,254,20.3,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",0,1,16,1600,1,512,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,1,0
"309","Asus ROG G501J 15.6""","Intel Core i7-4720HQ 2.6GHz","Integrated",944,"https://images.versus.io/objects/asus-rog-g501j-15-6-intel-core-i7-4720hq-2-6ghz-16gb-512gb.front.master.1576684641045.jpg",2.27,0,1,2055.333,383.5,254,21.1,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",0,1,16,1600,1,512,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,1,0
"310","MSI GS63VR Stealth Pro 4K-021 15.6""","Intel Core i7-6700HQ 2.6GHz","Integrated",899,"https://images.versus.io/objects/msi-gs63vr-stealth-pro-4k-021-15-6-intel-core-i7-6700hq-2-6ghz-16gb-512gb.front.master.1576684641045.jpg",1.8,0,1,1655.183,380,248.9,17.5,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",0,0,16,2400,1,512,"4 x 2.6GHz",4,0,1,1,0,1,1,0,0,0,1,0
"311","Lenovo ThinkPad T560 15.6""","Intel Core i5 6200U 2.6GHz","Integrated",312,"https://images.versus.io/objects/lenovo-thinkpad-t560-15-6-intel-core-i5-6200u-2-6ghz-32gb-500gb.front.master.1576684641045.jpg",2.27,0,0,2199.843,380.5,258.1,22.4,15.6,"2560 x 1440px",188,"IPS, LCD",0,1,32,1600,1,500,"2 x 2.6GHz",4,0,1,1,0,1,1,0,0,1,2,0
"312","MSI WS60 6QJ 15.6""","Intel Xeon E3-1505MV5 2.8GHz","Integrated",696,"https://images.versus.io/objects/msi-ws60-6qj-15-6-intel-xeon-e3-1505mv5-2-8ghz-16gb-256gb.front.master.1576684641045.jpg",1.98,0,1,2052.753,389.9,265.9,19.8,15.6,"3840 x 2160px",282,"LED-backlit, LCD",0,0,16,2133,1,256,"4 x 2.8GHz",8,0,1,1,0,1,1,0,0,0,1,0
"313","HP Envy 17t 17.3""","Intel i7-4702MQ 2.2GHz","Integrated",1064,"https://images.versus.io/objects/hp-envy-17t-17-3-intel-i7-4702mq-2-2ghz-8gb-1tb.front.master.1576684641045.jpg",2.77,0,1,3503.983,416.1,274.3,30.7,17.3,"1920 x 1080px",127,"LED-backlit, LCD",1,0,8,2133,0,1000,"4 x 2.2GHz",8,0,1,1,0,1,1,0,0,1,2,0
"314","Dell Precision M2800 15.6""","Intel Core i5-4200M 2.5GHz","Integrated",1700,"https://images.versus.io/objects/dell-precision-m2800-15-6-intel-core-i5-4200m-2-5ghz-8gb-500gb.front.master.1576684641045.jpg",2.56,0,1,3160.223,379,250.4,33.3,15.6,"1920 x 1080px",141,"LED-backlit, LCD",0,1,8,1600,1,500,"2 x 2.5GHz",4,0,1,1,0,1,1,0,0,1,2,0
"315","Lenovo ThinkPad X1 Carbon Gen 9 14""","Intel Core i7-1165G7 2.8GHz","Integrated",226,"https://images.versus.io/objects/lenovo-thinkpad-x1-carbon-gen-9-14-intel-core-i7-1165g7-2-8ghz-16gb-ram-1tb-ssd.front.master.1621881531193.jpg",1.13,0,1,1038.433,314.5,221.6,14.9,14,"1920 x 1200px",162,"IPS, LCD, LED-backlit",1,1,16,4267,1,1000,"4 x 2.8GHz",8,0,1,1,0,1,1,0,0,1,4,1
"316","Toshiba Satellite Pro L850 15.6""","Intel Core i7-3630QM 2.4GHz","Integrated",518,"https://images.versus.io/objects/toshiba-satellite-pro-l850-15-6-intel-core-i7-3630qm-2-4ghz-8gb-750gb.front.master.1576684641045.jpg",2.93,0,0,3066.873,380,242,33.35,15.6,"1366 x 768px",100,"LED-backlit, LCD",0,0,8,1600,0,750,"4 x 2.4GHz",8,0,1,1,0,1,1,0,0,0,1,0
"317","Toshiba Satellite Pro C850 15.6""","Intel Celeron B830 1.8GHz","Integrated",226,"https://images.versus.io/objects/toshiba-satellite-pro-c850-15-6-intel-celeron-b830-1-8ghz-2gb-500gb.front.master.1576684641045.jpg",2.4,0,0,3066.873,380,242,33.35,15.6,"1366 x 768px",100,"LCD",0,0,2,1333,0,500,"2 x 1.8GHz",2,0,1,1,0,1,1,0,0,0,1,0
"318","Asus R500 15.6""","Intel Core i7-3630QM 2.4GHz","Integrated",652,"https://images.versus.io/objects/asus-r500-15-6-intel-core-i7-3630qm-2-4ghz-4gb-750gb.front.master.1576684641045.jpg",2.52,0,0,3026.613,378,251,31.9,15.6,"1366 x 768px",100,"LED-backlit, LCD",0,0,4,1600,0,750,"4 x 2.4GHz",8,0,1,1,0,1,1,0,0,0,1,0
